Video,Video title,Elapsed ratio,Audience watch ratio,Relative retention
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.43,0.31,0.54345
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.44,0.3018,0.5411
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.45,0.3002,0.53895
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.46,0.29359999999999997,0.5374
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.47,0.2871,0.53645
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.48,0.2887,0.5357
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.49,0.2887,0.5347999999999999
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.5,0.2757,0.5335
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.51,0.2724,0.5322
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.52,0.2659,0.5312
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.53,0.2594,0.5305
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.54,0.2545,0.53025
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.55,0.2529,0.53065
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.56,0.2463,0.5317
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.57,0.2382,0.5337
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.58,0.2365,0.53695
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.59,0.23,0.5412
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.6,0.23,0.54645
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.61,0.2268,0.5521
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.62,0.2186,0.5573
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.63,0.21530000000000002,0.5613
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.64,0.21530000000000002,0.56385
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.65,0.217,0.5652
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.66,0.2137,0.56615
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.67,0.2121,0.5672
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.68,0.2202,0.5679
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.69,0.21530000000000002,0.5676
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.7,0.2121,0.56615
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.71,0.2104,0.56415
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.72,0.20550000000000002,0.56265
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.73,0.1974,0.5624
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.74,0.1941,0.5629
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.75,0.1892,0.56325
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.76,0.1843,0.56335
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.77,0.18109999999999998,0.5636
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.78,0.17620000000000002,0.5634
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.79,0.17129999999999998,0.5625
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.8,0.1697,0.56175
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.81,0.17129999999999998,0.56165
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.82,0.1697,0.56195
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.83,0.1664,0.5621
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.84,0.1631,0.5622
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.85,0.1631,0.56235
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.86,0.16149999999999998,0.56255
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.87,0.1582,0.5626
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.88,0.155,0.56235
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.89,0.1517,0.56175
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.9,0.1501,0.5611
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.91,0.14029999999999998,0.56105
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.92,0.1338,0.56215
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.93,0.1223,0.5649500000000001
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.94,0.1207,0.5695
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.95,0.1142,0.5751999999999999
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.96,0.11259999999999999,0.5806
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.97,0.1109,0.5849
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.98,0.1093,0.5884
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,0.99,0.10439999999999999,0.59125
H5u1dRpgLOk,htmx tutorial - fetch data with a GET request #htmx,1.0,0.09789999999999999,0.5932
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.01,1.2534,0.74525
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.02,1.2209999999999999,0.7546999999999999
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.03,1.1847,0.76215
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.04,1.165,0.7656499999999999
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.05,1.1493,0.7652
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.06,1.1356,0.7621
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.07,1.1218000000000001,0.7578
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.08,1.1169,0.7533
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.09,1.1002,0.7491
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.1,1.0747,0.7453000000000001
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.11,1.053,0.74185
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.12,1.0285,0.7387
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.13,1.0079,0.73575
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.14,1.0,0.73285
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.15,0.9931,0.73005
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.16,0.9715,0.7273000000000001
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.17,0.9606999999999999,0.72455
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.18,0.9499,0.72195
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.19,0.9470000000000001,0.71945
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.2,0.9331999999999999,0.7172
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.21,0.9194,0.7152000000000001
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.22,0.9175,0.7135
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.23,0.9096,0.7121999999999999
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.24,0.8998,0.71135
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.25,0.8861,0.71095
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.26,0.8851,0.7109
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.27,0.8743000000000001,0.7113
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.28,0.8694,0.71195
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.29,0.8713,0.71295
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.3,0.8694,0.7142000000000001
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.31,0.8703,0.7156
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.32,0.8674,0.7171000000000001
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.33,0.8654000000000001,0.71865
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.34,0.8517,0.7201500000000001
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.35,0.8487,0.72155
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.36,0.8438,0.72285
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.37,0.8369,0.7242
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.38,0.831,0.72565
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.39,0.8231999999999999,0.72715
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.4,0.8162999999999999,0.7288
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.41,0.8045,0.73045
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.42,0.7986,0.73205
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.43,0.7908,0.7336
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.44,0.7868,0.735
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.45,0.7829,0.7363
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.46,0.7888,0.7373999999999999
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.47,0.7859,0.73825
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.48,0.7859,0.7389
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.49,0.7908,0.7393
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.5,0.7888,0.73935
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.51,0.7878000000000001,0.73915
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.52,0.7888,0.7386
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.53,0.7908,0.73775
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.54,0.7888,0.73655
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.55,0.7818999999999999,0.73505
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.56,0.775,0.73335
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.57,0.7711,0.7313500000000001
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.58,0.7672,0.72925
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.59,0.7623000000000001,0.72705
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.6,0.7525,0.7248
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.61,0.7456,0.7226
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.62,0.7387,0.72045
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.63,0.7299,0.7185
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.64,0.7259,0.7168
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.65,0.7171,0.7155
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.66,0.7171,0.71465
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.67,0.7062999999999999,0.7144
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.68,0.6984,0.7149
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.69,0.6945,0.71625
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.7,0.6857,0.7187
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.71,0.6857,0.72245
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.72,0.6896,0.7276
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.73,0.6916,0.7343
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.74,0.6886,0.74245
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.75,0.6896,0.75175
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.76,0.6866,0.7617
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.77,0.6847,0.7717499999999999
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.78,0.6729,0.7811
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.79,0.669,0.7891
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.8,0.6611,0.7954
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.81,0.6424,0.8
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.82,0.6238,0.80315
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.83,0.6081,0.8051999999999999
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.84,0.5963,0.8066
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.85,0.5737,0.80755
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.86,0.5539999999999999,0.80815
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.87,0.5462,0.80845
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.88,0.5422,0.8085
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.89,0.5295000000000001,0.8082499999999999
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.9,0.5196000000000001,0.8077
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.91,0.5118,0.8068
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.92,0.5029,0.8057000000000001
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.93,0.4892,0.80455
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.94,0.47350000000000003,0.8035
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.95,0.46659999999999996,0.8026
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.96,0.4548,0.8018000000000001
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.97,0.444,0.8009
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.98,0.4253,0.7999
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,0.99,0.3811,0.7988500000000001
4FDsGvLwjX4,CSS box-sizing property explained! #csstutorial,1.0,0.36939999999999995,0.7979
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.01,0.8911,0.6011
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.02,0.6578,0.6467
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.03,0.5422,0.68785
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.04,0.4533,0.7173
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.05,0.4489,0.7411
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.06,0.4511,0.75995
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.07,0.43560000000000004,0.7736000000000001
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.08,0.4267,0.7818
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.09,0.4511,0.7838499999999999
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.1,0.42,0.7814
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.11,0.3978,0.7771
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.12,0.4067,0.77195
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.13,0.4267,0.76605
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.14,0.4578,0.75945
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.15,0.4067,0.752
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.16,0.38,0.7436499999999999
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.17,0.3911,0.7346
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.18,0.4178,0.7253499999999999
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.19,0.4022,0.7164
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.2,0.3356,0.7079
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.21,0.3356,0.6999500000000001
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.22,0.3267,0.6931
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.23,0.3089,0.68735
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.24,0.3156,0.68255
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.25,0.3,0.6787
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.26,0.30219999999999997,0.6758
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.27,0.2889,0.6731
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.28,0.29109999999999997,0.66995
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.29,0.2756,0.66625
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.3,0.2867,0.6623
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.31,0.25780000000000003,0.65865
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.32,0.2644,0.65605
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.33,0.2622,0.6553
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.34,0.2756,0.65655
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.35,0.26890000000000003,0.6576
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.36,0.29109999999999997,0.65505
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.37,0.2733,0.64915
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.38,0.2733,0.6419
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.39,0.28,0.63425
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.4,0.2667,0.62675
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.41,0.26,0.61995
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.42,0.2489,0.614
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.43,0.2378,0.60905
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.44,0.2267,0.605
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.45,0.2422,0.6016
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.46,0.2378,0.5971
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.47,0.22219999999999998,0.59015
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.48,0.21109999999999998,0.58175
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.49,0.2,0.5758
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.5,0.19329999999999997,0.5778
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.51,0.2,0.5901
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.52,0.1978,0.6085
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.53,0.1956,0.6272
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.54,0.1978,0.6435500000000001
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.55,0.2022,0.6563
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.56,0.20440000000000003,0.66305
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.57,0.2,0.66105
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.58,0.18,0.6495
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.59,0.1778,0.6324
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.6,0.1844,0.6193
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.61,0.1778,0.617
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.62,0.1822,0.62275
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.63,0.17329999999999998,0.6285499999999999
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.64,0.1822,0.6295
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.65,0.1778,0.62865
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.66,0.1778,0.6334
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.67,0.16670000000000001,0.6454
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.68,0.18,0.65815
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.69,0.1778,0.6653
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.7,0.17329999999999998,0.66515
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.71,0.1778,0.6588499999999999
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.72,0.17559999999999998,0.6456
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.73,0.1778,0.62355
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.74,0.16670000000000001,0.59415
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.75,0.16219999999999998,0.56575
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.76,0.1533,0.5484
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.77,0.16440000000000002,0.54365
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.78,0.1533,0.54245
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.79,0.16440000000000002,0.534
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.8,0.1578,0.5141
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.81,0.1467,0.4878
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.82,0.1467,0.4658
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.83,0.1467,0.45645
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.84,0.1444,0.4595
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.85,0.1444,0.4705
mJpnVc9YaEI,TanStack Router setup for React in 15 minutes! - Part 7,0.86,0.1378,0.4869
