Date,Views,Watch time (hours),Subscribers gained,Subscribers lost
2025-01-05,4,0.0333,0,0
2025-01-06,5,0.0167,0,0
2025-01-07,4,0.0333,0,0
2025-01-08,4,0.0,0,0
2025-01-09,6,0.0333,0,0
2025-01-10,4,0.0,0,0
2025-01-11,12,0.2167,0,0
2025-01-12,6,0.0167,0,0
2025-01-13,4,0.0167,0,0
2025-01-14,5,0.0167,0,0
2025-01-15,2,0.0,0,0
2025-01-16,3,0.0,0,0
2025-01-17,6,0.0167,0,0
2025-01-18,11,0.0833,0,0
2025-01-19,9,0.0333,0,0
2025-01-20,6,0.0333,0,0
2025-01-21,3,0.0,0,0
2025-01-22,8,0.0167,0,0
2025-01-23,2,0.0,0,0
2025-01-24,5,0.0167,0,0
2025-01-25,5,0.0167,0,0
2025-01-26,7,0.0167,0,0
2025-01-27,6,0.0167,0,0
2025-01-28,3,0.0,0,0
2025-01-29,5,0.0833,0,0
2025-01-30,6,0.0167,0,0
2025-01-31,4,0.0167,0,0
2025-02-01,9,0.05,0,0
2025-02-02,4,0.0167,0,0
2025-02-03,7,0.1667,0,0
2025-02-04,12,0.05,0,0
2025-02-05,5,0.0167,0,0
2025-02-06,3,0.0,0,0
2025-02-07,6,0.0333,0,0
2025-02-08,11,0.0333,0,0
2025-02-09,5,0.0167,0,0
2025-02-10,6,0.0167,0,0
2025-02-11,10,0.1167,1,0
2025-02-12,5,0.0333,0,0
2025-02-13,8,0.1333,0,0
2025-02-14,8,0.0167,0,0
2025-02-15,2,0.0,0,0
2025-02-16,10,0.0667,0,0
2025-02-17,7,0.0333,0,0
2025-02-18,7,0.0333,0,0
2025-02-19,6,0.0167,0,0
2025-02-20,14,0.0833,0,0
2025-02-21,8,0.0333,0,0
2025-02-22,4,0.0167,0,0
2025-02-23,6,0.0167,0,0
2025-02-24,7,0.0333,0,1
2025-02-25,7,0.0167,0,0
2025-02-26,6,0.0167,0,0
2025-02-27,5,0.0167,0,0
2025-02-28,13,0.0667,0,0
2025-03-01,5,0.0167,0,0
2025-03-02,11,0.0833,0,0
2025-03-03,12,0.0333,0,0
2025-03-04,13,0.0667,0,0
2025-03-05,4,0.0167,0,0
2025-03-06,14,0.0833,0,0
2025-03-07,7,0.0333,0,0
2025-03-08,2,0.0,0,0
2025-03-09,8,0.0167,0,0
2025-03-10,7,0.0167,0,0
2025-03-11,6,0.05,0,0
2025-03-12,7,0.0333,0,0
2025-03-13,7,0.0333,0,0
2025-03-14,7,0.1667,0,0
2025-03-15,6,0.0167,0,0
2025-03-16,8,0.0333,0,0
2025-03-17,6,0.0,0,0
2025-03-18,4,0.0167,0,0
2025-03-19,5,0.0167,0,0
2025-03-20,7,0.0333,0,0
2025-03-21,4,0.0,0,0
2025-03-22,8,0.0333,0,0
2025-03-23,4,0.0167,0,0
2025-03-24,6,0.0833,0,0
2025-03-25,4,0.0,0,0
2025-03-26,5,0.0333,0,0
2025-03-27,2,0.0,0,0
2025-03-28,3,0.0,0,0
2025-03-29,9,0.05,0,0
2025-03-30,7,0.0333,0,0
2025-03-31,13,0.0333,0,0
2025-04-01,5,0.0,0,0
2025-04-02,8,0.0167,0,0
2025-04-03,6,0.0333,0,0
2025-04-04,7,0.0167,0,0
2025-04-05,2,0.0,0,0
2025-04-06,10,0.0167,0,0
2025-04-07,5,0.0,0,0
2025-04-08,7,0.0,0,0
2025-04-09,7,0.0167,0,0
2025-04-10,8,0.0167,0,0
2025-04-11,3,0.0,0,0
2025-04-12,13,0.0333,0,0
2025-04-13,8,0.0167,0,0
2025-04-14,517,0.85,0,0
2025-04-15,860,2.2333,0,0
2025-04-16,12,0.05,0,0
2025-04-17,13,0.0333,0,0
2025-04-18,8,0.0,0,0
2025-04-19,6,0.0,0,0
2025-04-20,5,0.0,0,0
2025-04-21,13,0.0333,0,0
2025-04-22,1,0.0,0,0
2025-04-23,14,0.2,0,0
2025-04-24,6,0.1333,0,0
2025-04-25,11,0.0167,0,0
2025-04-26,8,0.0167,0,0
2025-04-27,7,0.0167,0,0
2025-04-28,12,0.0333,0,0
2025-04-29,11,0.0333,0,0
2025-04-30,6,0.0,0,0
2025-05-01,10,0.0333,0,0
2025-05-02,5,0.0,0,0
2025-05-03,8,0.0167,0,0
2025-05-04,8,0.0167,0,0
2025-05-05,5,0.0,0,0
2025-05-06,7,0.0167,0,0
2025-05-07,14,0.0333,0,0
2025-05-08,2,0.0,0,0
2025-05-09,4,0.0167,0,0
2025-05-10,10,0.0167,0,0
2025-05-11,8,0.0,0,0
2025-05-12,18,0.05,0,0
2025-05-13,8,0.0167,0,0
2025-05-14,8,0.0,0,0
2025-05-15,5,0.0,0,0
2025-05-16,5,0.0,0,0
2025-05-17,4,0.0,0,0
2025-05-18,3,0.0,0,0
2025-05-19,2,0.0,0,0
2025-05-20,6,0.0167,0,0
2025-05-21,7,0.0167,0,0
2025-05-22,8,0.0167,0,0
2025-05-23,10,0.0167,0,0
2025-05-24,13,0.0333,0,0
2025-05-25,5,0.0,0,0
2025-05-26,9,0.0167,0,0
2025-05-27,3,0.0,0,0
2025-05-28,17,0.05,0,0
2025-05-29,10,0.0167,0,0
2025-05-30,12,0.0167,0,0
2025-05-31,12,0.0167,0,0
2025-06-01,5,0.0,0,0
2025-06-02,2,0.0,0,0
2025-06-03,13,0.0333,1,1
2025-06-04,7,0.0167,0,0
2025-06-05,5,0.0,0,0
2025-06-06,6,0.0,0,0
2025-06-07,7,0.0,0,0
2025-06-08,14,0.0333,0,0
2025-06-09,5,0.0,0,0
2025-06-10,10,0.05,0,0
2025-06-11,8,0.0167,0,0
2025-06-12,12,0.0333,0,0
2025-06-13,12,0.0167,0,0
2025-06-14,7,0.0167,0,0
2025-06-15,5,0.0333,0,0
2025-06-16,5,0.0,0,0
2025-06-17,120,0.15,1,1
2025-06-18,1545,2.25,2,0
2025-06-19,178,0.2,0,0
2025-06-20,29,0.0667,0,0
2025-06-21,27,0.1333,0,0
2025-06-22,23,0.05,0,0
2025-06-23,9,0.0167,0,0
2025-06-24,61,0.0833,0,0
2025-06-25,1097,1.4667,1,1
2025-06-26,28,0.1333,0,0
2025-06-27,150,0.2,0,0
2025-06-28,71,0.4167,0,0
2025-06-29,13,0.1167,0,0
2025-06-30,69,0.0667,0,0
2025-07-01,16,0.05,0,0
2025-07-02,24,0.1167,0,0
2025-07-03,28,0.1,1,0
2025-07-04,38,0.15,0,1
2025-07-05,19,0.0667,0,0
2025-07-06,24,0.1,0,0
2025-07-07,34,0.2833,0,0
2025-07-08,19,0.1333,0,0
2025-07-09,42,0.3833,0,0
2025-07-10,48,0.1833,0,0
2025-07-11,26,0.1833,0,0
2025-07-12,38,0.2333,0,0
2025-07-13,18,0.0833,0,0
2025-07-14,20,0.1,0,0
2025-07-15,23,0.0667,0,0
2025-07-16,33,0.1,0,0
2025-07-17,30,0.2167,0,0
2025-07-18,22,0.1167,0,0
2025-07-19,35,0.2,0,0
2025-07-20,30,0.15,0,0
2025-07-21,31,0.1,0,0
2025-07-22,26,0.15,0,0
2025-07-23,27,0.1,0,0
2025-07-24,28,0.1333,0,0
2025-07-25,32,0.1833,1,0
2025-07-26,36,0.2333,0,0
2025-07-27,34,0.0833,0,0
2025-07-28,27,0.1,0,0
2025-07-29,33,0.15,0,0
2025-07-30,34,0.3667,0,0
2025-07-31,40,0.3,0,0
2025-08-01,43,0.2,0,0
2025-08-02,39,0.2333,0,0
2025-08-03,44,0.1667,0,0
2025-08-04,41,0.1667,0,0
2025-08-05,52,0.3,0,0
2025-08-06,62,0.3167,0,0
2025-08-07,39,0.1833,0,0
2025-08-08,50,0.2833,0,0
2025-08-09,68,0.45,0,0
2025-08-10,75,0.3667,0,0
2025-08-11,35,0.2167,0,0
2025-08-12,64,0.4833,1,0
2025-08-13,88,0.6667,0,0
2025-08-14,68,0.5833,0,0
2025-08-15,53,0.2333,0,0
2025-08-16,55,0.1833,0,0
2025-08-17,59,0.2833,0,0
2025-08-18,70,0.4667,0,0
2025-08-19,65,0.5833,0,0
2025-08-20,46,0.1333,0,0
2025-08-21,305,1.0667,0,0
2025-08-22,491,2.45,0,0
2025-08-23,333,1.7833,0,0
2025-08-24,113,0.9167,0,0
2025-08-25,56,0.3167,0,0
2025-08-26,65,0.3667,0,0
2025-08-27,87,0.5167,0,0
2025-08-28,68,0.65,0,0
2025-08-29,84,0.3,0,0
2025-08-30,43,0.15,0,0
2025-08-31,88,0.5333,0,0
2025-09-01,104,0.9667,0,0
2025-09-02,126,0.7333,0,0
2025-09-03,65,0.35,0,0
2025-09-04,84,0.2667,0,0
2025-09-05,85,0.6333,0,0
2025-09-06,79,0.45,0,0
2025-09-07,105,0.6333,0,0
2025-09-08,72,0.8167,0,0
2025-09-09,80,0.3833,0,0
2025-09-10,89,0.4,0,0
2025-09-11,109,0.7,0,0
2025-09-12,94,0.5833,0,0
2025-09-13,86,0.5333,0,0
2025-09-14,105,0.55,1,0
2025-09-15,102,0.4833,0,0
2025-09-16,1844,3.6,0,0
2025-09-17,771,1.8,1,0
2025-09-18,260,0.9167,0,0
2025-09-19,175,0.75,0,0
2025-09-20,188,1.1167,0,0
2025-09-21,137,0.6833,0,0
2025-09-22,131,0.6833,0,0
2025-09-23,155,0.75,0,0
2025-09-24,153,0.8,0,0
2025-09-25,133,0.6667,0,0
2025-09-26,139,0.6333,0,0
2025-09-27,97,0.3833,0,0
2025-09-28,141,1.05,0,0
2025-09-29,110,0.5667,0,0
2025-09-30,100,0.6167,0,0
2025-10-01,113,0.6167,0,0
2025-10-02,134,0.7,0,0
2025-10-03,132,0.65,0,0
2025-10-04,90,0.4,0,0
2025-10-05,98,0.4333,0,0
2025-10-06,134,0.9833,0,0
2025-10-07,474,1.4,0,0
2025-10-08,359,1.1833,0,0
2025-10-09,598,1.7167,0,0
2025-10-10,526,3.1833,1,0
2025-10-11,380,1.4333,0,0
2025-10-12,486,1.7667,0,0
2025-10-13,427,1.8,0,0
2025-10-14,142,0.65,0,0
2025-10-15,129,0.8,0,0
2025-10-16,105,0.5667,0,0
2025-10-17,146,1.0,0,0
2025-10-18,155,0.7,0,0
2025-10-19,157,0.7333,0,0
2025-10-20,174,0.6667,0,0
2025-10-21,131,0.9333,0,0
2025-10-22,159,0.8667,1,0
2025-10-23,140,0.6,0,0
2025-10-24,139,0.7833,0,0
2025-10-25,147,0.75,0,0
2025-10-26,170,1.0167,0,0
2025-10-27,134,0.65,0,0
2025-10-28,150,0.8167,0,0
2025-10-29,190,0.75,0,0
2025-10-30,192,0.8167,1,1
2025-10-31,192,1.15,0,0
2025-11-01,233,1.0667,1,0
2025-11-02,217,1.0167,1,0
2025-11-03,222,1.05,0,0
2025-11-04,216,0.8833,0,0
2025-11-05,225,1.3333,0,0
2025-11-06,265,1.3333,0,0
2025-11-07,255,1.35,0,0
2025-11-08,202,0.9,0,0
2025-11-09,244,1.2833,0,0
2025-11-10,279,2.1167,0,0
2025-11-11,259,1.3667,0,0
2025-11-12,245,1.1667,0,0
2025-11-13,232,1.0167,0,0
2025-11-14,186,0.8167,0,0
2025-11-15,253,1.25,0,0
2025-11-16,238,1.4667,0,0
2025-11-17,299,1.55,0,0
2025-11-18,339,1.4667,0,0
2025-11-19,237,1.25,0,0
2025-11-20,246,1.6833,0,0
2025-11-21,259,1.5833,0,0
2025-11-22,290,1.75,0,0
2025-11-23,316,1.9,0,0
2025-11-24,273,1.3833,0,0
2025-11-25,285,1.65,0,0
2025-11-26,236,1.2333,0,0
2025-11-27,303,1.45,0,0
2025-11-28,364,1.85,0,0
2025-11-29,359,2.3333,1,0
2025-11-30,407,2.5,0,0
2025-12-01,329,2.15,0,0
2025-12-02,279,1.6333,0,0
2025-12-03,306,1.6833,0,0
2025-12-04,297,1.2,1,0
2025-12-05,326,2.05,0,0
2025-12-06,316,1.9667,0,0
2025-12-07,279,1.3667,0,0
2025-12-08,367,1.9167,0,0
2025-12-09,257,1.4,1,0
2025-12-10,389,2.2333,0,0
2025-12-11,311,1.7,0,0
2025-12-12,327,1.9,0,0
2025-12-13,311,1.8,0,0
2025-12-14,414,2.5,1,0
2025-12-15,359,2.1,0,0
2025-12-16,305,1.7333,0,0
2025-12-17,319,1.7833,0,0
2025-12-18,393,2.1,0,0
2025-12-19,417,1.6833,0,0
2025-12-20,571,3.9167,3,0
2025-12-21,855,3.4667,0,0
2025-12-22,380,2.0833,1,0
2025-12-23,365,1.9667,0,0
2025-12-24,523,4.0833,0,0
2025-12-25,590,3.8833,0,0
2025-12-26,406,2.45,0,0
2025-12-27,387,2.2167,0,0
2025-12-28,408,2.0833,0,0
2025-12-29,370,1.95,0,0
2025-12-30,360,2.1,0,0
2025-12-31,425,2.9667,0,0
2026-01-01,444,2.5833,0,0
2026-01-02,387,2.6333,0,0
2026-01-03,373,2.8667,0,0
2026-01-04,411,2.5333,1,0
2026-01-05,351,1.7833,0,0
2026-01-06,351,1.8,0,0
2026-01-07,371,2.2167,0,0
2026-01-08,361,1.5667,0,0
2026-01-09,427,2.4167,0,0
2026-01-10,441,2.2667,0,0
2026-01-11,440,2.1,0,0
2026-01-12,460,2.3167,0,0
2026-01-13,343,1.9333,0,0
2026-01-14,345,1.9667,0,0
2026-01-15,420,2.3333,2,0
2026-01-16,367,2.0667,0,0
2026-01-17,414,2.1,2,1
2026-01-18,451,2.0667,1,0
2026-01-19,423,2.0667,0,0
2026-01-20,389,1.9167,0,0
2026-01-21,374,2.6333,0,0
2026-01-22,379,2.1,0,0
2026-01-23,416,3.6,0,0
2026-01-24,474,2.7667,0,0
2026-01-25,357,1.9167,0,0
2026-01-26,436,3.3167,2,0
2026-01-27,404,2.15,0,0
2026-01-28,391,1.95,0,0
2026-01-29,416,2.25,0,0
2026-01-30,425,2.45,0,0
2026-01-31,444,2.7333,0,0
2026-02-01,473,2.75,1,0
2026-02-02,412,1.8667,0,0
2026-02-03,388,1.8667,0,0
2026-02-04,412,1.9833,2,0
2026-02-05,705,3.75,1,0
2026-02-06,1128,3.15,1,0
2026-02-07,439,2.4833,0,0
2026-02-08,489,2.8167,1,0
2026-02-09,375,1.9,0,0
2026-02-10,421,3.0667,0,0
2026-02-11,383,2.1,0,0
2026-02-12,454,2.4667,0,0
2026-02-13,444,2.8333,1,1
2026-02-14,425,2.2333,0,0
2026-02-15,414,2.5333,0,0
2026-02-16,404,2.0833,0,0
2026-02-17,385,2.0833,0,0
2026-02-18,382,2.9333,1,0
2026-02-19,452,2.5333,0,0
2026-02-20,433,3.4833,0,0
2026-02-21,427,2.35,0,0
2026-02-22,441,2.75,1,0
2026-02-23,521,2.4833,0,0
2026-02-24,377,1.6833,0,0
2026-02-25,401,1.8333,1,0
2026-02-26,389,1.9333,1,0
2026-02-27,410,2.3667,0,0
2026-02-28,433,1.95,1,0
2026-03-01,496,2.2167,1,0
2026-03-02,446,2.5667,1,0
2026-03-03,425,2.0,0,0
2026-03-04,487,2.6167,0,0
2026-03-05,474,2.4167,1,0
2026-03-06,417,2.1,0,0
2026-03-07,401,2.3167,0,0
2026-03-08,446,2.2333,0,0
2026-03-09,442,2.5667,0,0
2026-03-10,389,2.35,0,0
2026-03-11,487,2.8167,0,0
2026-03-12,439,2.5667,1,0
2026-03-13,462,2.1667,0,0
2026-03-14,432,2.6667,0,0
2026-03-15,454,2.6167,0,0
2026-03-16,384,2.1833,1,0
2026-03-17,368,2.15,0,0
2026-03-18,418,2.3333,0,0
2026-03-19,410,2.1167,0,0
2026-03-20,409,2.0,0,0
2026-03-21,417,2.8,0,0
2026-03-22,448,2.3,2,0
2026-03-23,488,2.6667,0,0
2026-03-24,435,2.0667,0,0
2026-03-25,474,2.5333,0,0
2026-03-26,444,2.1333,0,0
2026-03-27,437,2.8167,0,0
2026-03-28,505,2.65,1,0
2026-03-29,421,2.5,0,0
2026-03-30,437,2.0667,0,0
2026-03-31,427,2.2667,0,0
2026-04-01,461,2.4167,0,0
2026-04-02,486,3.1167,0,0
2026-04-03,517,3.5,0,0
2026-04-04,495,2.9,0,0
2026-04-05,431,2.5833,1,0
2026-04-06,456,3.1,1,0
2026-04-07,518,2.85,0,0
2026-04-08,459,2.8667,0,0
2026-04-09,430,2.0,0,0
2026-04-10,397,2.3833,0,0
2026-04-11,534,4.1833,0,0
2026-04-12,488,2.3,0,0
2026-04-13,482,2.65,1,0
2026-04-14,484,2.9833,0,0
2026-04-15,444,1.9667,0,0
2026-04-16,454,2.3167,0,0
2026-04-17,414,1.7833,0,0
2026-04-18,497,3.1667,0,0
2026-04-19,431,2.9,0,0
2026-04-20,496,2.5333,0,0
2026-04-21,455,2.4833,0,0
2026-04-22,409,2.3833,0,0
2026-04-23,439,2.5333,0,0
2026-04-24,440,2.95,0,0
2026-04-25,409,2.4333,0,0
2026-04-26,506,2.4167,0,1
2026-04-27,464,2.4667,1,1
2026-04-28,445,2.0333,0,0
